height,sex,weight,age,experience,exercise frequency per week,reps,bench,curl,squat,pulldown,row,pushdown,toe,shoulder,rdl
79,False,191.58005689900426,58,1.5,5,10,85,30,125,60,85,30,125,30,55
79,False,246.9766998577525,55,0.5,7,10,35,10,45,15,25,10,40,10,20
59,False,149.34133712660028,61,1.5,6,15,85,30,115,60,85,30,120,30,55
85,True,301.94950213371266,46,1.5,6,10,140,45,175,90,135,45,180,45,85
55,True,121.9466571834993,32,1,5,5,45,15,60,30,45,15,65,15,25
66,False,182.04733997155054,75,0.5,7,15,25,10,40,15,25,10,40,10,25
83,True,206.37601706970128,62,1.5,3,5,90,30,125,65,90,30,115,30,60
69,False,181.36497866287343,71,0.5,7,5,35,10,45,15,35,10,35,10,20
66,True,188.49149359886204,26,1,2,5,80,25,105,50,80,25,95,25,45
48,False,75.83863442389759,72,1.5,4,15,60,20,80,40,60,20,75,20,35
50,False,81.3655761024182,32,1.5,1,5,60,20,85,40,60,20,80,20,40
66,False,154.65968705547655,50,1.5,1,15,90,30,120,65,95,30,115,30,65
73,True,195.118719772404,72,0.5,3,15,30,10,45,20,30,10,40,10,15
67,True,161.04207681365577,51,1,6,15,55,20,80,45,55,20,85,20,35
52,True,108.00614509246088,33,1,3,10,50,15,60,25,45,15,55,15,35
51,False,95.23433854907539,65,1,8,10,50,15,60,30,50,15,60,15,30
55,True,129.77809388335706,19,1.5,1,5,85,30,120,65,95,30,125,30,55
73,True,203.00230440967283,61,0.5,6,15,35,10,35,20,25,10,40,10,25
84,False,294.886600284495,41,1.5,2,10,135,45,180,90,140,45,180,45,95
50,False,98.93314366998578,19,1.5,3,10,70,25,100,45,80,25,100,25,55
72,True,189.8096159317212,48,0.5,7,10,25,10,40,20,35,10,45,10,25
63,True,160.00207681365578,24,1,2,10,60,20,75,45,55,20,75,20,45
61,False,132.11402560455193,25,1,1,15,45,15,60,30,50,15,65,15,25
64,True,174.21109530583217,60,1.5,5,10,110,35,145,75,110,35,140,35,65
67,False,159.3818492176387,57,1.5,5,15,85,30,120,55,95,30,115,30,60
83,True,285.35943100995735,74,0.5,4,5,45,15,60,30,45,15,55,15,30
80,True,208.2958748221906,27,0.5,7,5,25,10,35,15,25,10,40,10,20
65,False,175.0099573257468,75,1.5,8,10,110,35,140,70,100,35,140,35,75
54,True,110.00330014224751,76,1.5,6,15,70,25,100,50,70,25,100,25,50
64,False,148.45815078236132,65,1.5,2,5,85,30,125,60,95,30,120,30,60
76,True,247.8010810810811,60,0.5,2,10,25,10,40,20,35,10,40,10,15
68,False,157.33439544807968,32,1.5,5,5,95,30,120,65,90,30,120,30,55
85,False,221.7859174964438,48,1.5,7,15,95,30,120,60,85,30,125,30,55
53,True,87.26679943100997,64,1,2,10,25,10,35,25,30,10,45,10,20
59,True,114.580853485064,27,1.5,5,10,70,25,100,45,80,25,100,25,50
69,False,153.19177809388336,48,1,4,5,50,15,55,35,50,15,60,15,35
51,False,108.70182076813654,24,1,8,10,50,15,55,25,40,15,55,15,25
65,True,128.13229018492177,21,1.5,6,5,80,25,100,50,70,25,95,25,55
77,True,208.31621621621625,20,1.5,4,5,105,35,140,65,110,35,145,35,65
82,False,258.63009957325744,36,1.5,6,5,125,40,165,80,125,40,160,40,80
63,False,124.77226173541963,68,1,2,15,50,15,65,35,50,15,65,15,30
55,False,129.77809388335706,60,0.5,1,15,30,10,35,20,25,10,35,10,15
61,False,125.23308677098152,34,1.5,3,15,70,25,105,45,70,25,100,25,50
80,True,284.0398293029872,47,0.5,2,10,50,15,65,25,45,15,60,15,30
79,False,267.7504409672831,68,1.5,7,10,125,40,160,80,115,40,155,40,85
62,False,145.01120910384068,25,0.5,4,15,30,10,35,25,25,10,35,10,25
50,True,88.7624466571835,49,1,3,10,50,15,65,35,45,15,65,15,35
66,False,153.04864864864868,75,1.5,7,10,90,30,115,60,95,30,120,30,60
81,False,228.09507823613086,51,1.5,6,5,100,35,135,70,100,35,140,35,70
81,False,198.97655761024183,75,1.5,6,15,90,30,120,65,95,30,115,30,60
65,True,157.82147937411096,54,1,6,5,65,20,80,35,65,20,75,20,45
79,False,265.44224751066855,40,1,8,15,80,25,95,45,70,25,95,25,50
69,True,191.9299288762447,32,1.5,4,10,110,35,140,75,110,35,135,35,70
83,False,208.9238691322902,33,1,6,5,60,20,75,35,65,20,80,20,40
64,True,159.06230440967283,57,0.5,1,15,30,10,45,20,35,10,40,10,15
54,False,115.39561877667141,58,1,2,10,40,15,55,25,40,15,55,15,25
67,True,166.02275960170698,70,0.5,5,5,25,10,45,25,35,10,45,10,15
74,True,234.9305263157895,74,0.5,5,15,25,10,35,25,25,10,35,10,15
69,False,170.80002844950218,32,1.5,6,10,95,30,125,65,95,30,125,30,55
62,False,145.01120910384068,40,0.5,1,15,25,10,45,20,30,10,45,10,20
74,True,222.77894736842106,60,1.5,5,15,100,35,135,65,105,35,140,35,75
58,True,139.34520625889047,67,0.5,2,15,35,10,40,25,35,10,40,10,20
73,True,201.03140825035564,79,1.5,1,15,105,35,145,65,110,35,145,35,65
61,True,115.59977240398294,33,1.5,5,15,60,20,80,40,60,20,85,20,35
58,True,116.95044096728309,75,1.5,3,15,80,25,105,55,75,25,95,25,50
51,True,100.04415362731152,56,0.5,8,15,20,5,20,15,15,5,20,5,10
64,True,168.15157894736842,41,0.5,8,5,25,10,35,20,30,10,45,10,15
66,False,172.38110953058325,79,0.5,2,15,25,10,35,20,25,10,40,10,25
79,True,186.96366998577525,80,0.5,5,15,35,10,45,20,30,10,40,10,25
77,False,254.3650640113798,33,1.5,3,15,125,40,155,75,120,40,165,40,85
77,True,201.73780938833573,49,1.5,2,15,85,30,115,60,95,30,115,30,55
48,False,82.65559032716926,33,1,3,5,50,15,65,30,50,15,65,15,25
49,False,103.89533428165008,77,1.5,2,10,80,25,100,45,75,25,95,25,55
50,True,104.48079658605975,46,1.5,1,5,75,25,100,50,80,25,105,25,45
70,True,181.22332859174963,80,1.5,6,15,95,30,115,55,85,30,115,30,60
60,False,121.16073968705547,79,1,1,10,50,15,60,35,40,15,55,15,35
78,True,252.0143385490754,67,1.5,7,5,125,40,160,75,125,40,160,40,75
62,False,119.42099573257468,49,1,8,15,45,15,65,25,50,15,65,15,25
68,False,186.4070554765292,49,1.5,1,15,105,35,140,65,100,35,135,35,65
49,False,98.56736842105263,46,1.5,2,5,80,25,95,55,70,25,105,25,50
77,True,219.28022759601706,26,1.5,7,10,110,35,135,70,105,35,145,35,75
61,False,140.37115220483642,69,1.5,7,15,95,30,120,60,95,30,115,30,55
84,True,211.37889046941677,50,1.5,5,5,85,30,125,60,90,30,120,30,55
61,True,134.8664011379801,31,1,1,15,40,15,65,25,45,15,65,15,35
67,False,171.0034423897582,44,1,8,15,55,20,75,35,55,20,75,20,35
76,True,239.25621621621625,71,1.5,6,5,115,40,165,80,120,40,160,40,80
79,False,214.66199146514936,51,0.5,5,10,35,10,35,15,30,10,45,10,25
57,False,100.93621621621624,18,1,7,5,40,15,55,35,45,15,65,15,25
66,False,128.88307254623047,54,0.5,6,10,20,5,15,5,15,5,20,5,5
73,True,157.67169274537696,69,1,1,10,50,15,65,30,40,15,60,15,30
59,False,126.1676813655761,28,1,3,10,50,15,55,30,50,15,65,15,25
77,True,188.5809957325747,36,1.5,3,5,95,30,125,65,85,30,115,30,55
78,False,270.0153627311522,70,1,2,15,90,30,120,65,90,30,115,30,65
73,True,161.61348506401137,42,1.5,7,5,80,25,100,50,70,25,105,25,45
82,False,288.4720341394026,24,1.5,6,10,140,45,175,85,130,45,185,45,90
84,False,268.7904409672831,23,1.5,2,15,120,40,155,80,120,40,155,40,85
81,False,220.8154480796586,48,1.5,3,10,100,35,145,65,100,35,145,35,65
81,False,249.93396870554767,56,1.5,4,10,120,40,165,85,120,40,165,40,80
70,False,184.84779516358464,63,1,5,10,65,20,80,40,55,20,85,20,40
53,True,116.35573257467995,29,1.5,4,10,70,25,105,50,80,25,95,25,45
76,True,187.98702702702704,54,1.5,3,15,95,30,125,55,90,30,115,30,60
82,True,281.0115504978663,55,1,1,10,75,25,100,45,70,25,105,25,50
53,True,116.35573257467995,34,0.5,5,5,10,5,20,5,15,5,25,5,5
75,False,166.42958748221906,29,0.5,5,15,15,5,25,10,20,5,25,5,15
59,True,122.3054054054054,24,1.5,3,5,70,25,100,45,80,25,100,25,55
62,False,154.9629587482219,49,1,4,15,55,20,80,35,55,20,80,20,35
62,False,122.26435277382647,27,0.5,5,10,15,5,25,5,15,5,15,5,10
68,True,160.75470839260316,70,0.5,6,5,30,10,45,15,35,10,35,10,15
48,False,74.98651493598862,72,1,8,5,25,10,40,15,25,10,35,10,20
52,True,110.00625889046941,26,1.5,4,10,70,25,100,55,80,25,100,25,45
61,False,112.84739687055476,54,1.5,8,15,55,20,80,45,60,20,75,20,40
74,False,190.37473684210528,46,0.5,3,10,25,10,40,20,25,10,35,10,20
53,False,98.6945945945946,35,1.5,4,5,65,20,75,40,55,20,75,20,35
71,True,219.9969843527738,54,1.5,8,5,125,40,160,85,120,40,160,40,85
60,True,117.1664295874822,38,1.5,7,5,75,25,105,50,75,25,105,25,45
73,False,187.23513513513512,78,1,7,10,65,20,75,40,55,20,80,20,45
84,False,268.7904409672831,57,1.5,6,15,115,40,155,85,125,40,160,40,80
68,False,145.36330014224754,65,1,5,15,50,15,65,30,45,15,60,15,25
70,False,204.7823613086771,24,0.5,3,15,30,10,45,25,35,10,35,10,20
58,False,104.50890469416787,76,1,5,15,45,15,60,25,40,15,60,15,35
73,False,214.8276813655761,63,0.5,2,15,35,10,35,15,25,10,45,10,20
58,False,115.70628733997157,76,1.5,1,10,75,25,100,45,80,25,105,25,55
84,True,266.18082503556184,77,1.5,8,15,125,40,165,85,120,40,165,40,85
72,True,172.55419630156473,46,1,5,15,65,20,75,35,55,20,75,20,45
71,True,154.7436415362731,52,0.5,1,10,15,5,25,5,10,5,20,5,5
56,True,117.14275960170698,37,1.5,6,10,80,25,95,45,75,25,105,25,55
72,True,203.23049786628732,54,1.5,1,5,105,35,140,70,100,35,145,35,65
70,False,197.5334281650071,25,1,8,10,65,20,85,40,65,20,80,20,45
61,False,143.12352773826458,17,0.5,2,10,30,10,40,20,35,10,45,10,20
67,True,194.24662873399717,28,0.5,4,5,25,10,35,25,25,10,45,10,20
73,False,159.64258890469418,68,1,8,5,45,15,60,35,40,15,60,15,30
73,False,193.14782361308676,68,0.5,3,15,30,10,45,25,25,10,40,10,15
70,False,175.78662873399713,63,1.5,5,15,85,30,115,65,85,30,125,30,60
59,True,127.455106685633,69,1,1,15,50,15,65,25,50,15,55,15,35
84,False,263.57120910384066,53,0.5,6,15,30,10,40,25,35,10,40,10,25
78,True,191.26088193456616,81,1.5,3,10,85,30,120,55,95,30,115,30,65
68,True,167.5953342816501,63,0.5,8,15,35,10,35,15,35,10,35,10,20
60,True,117.1664295874822,64,0.5,6,10,10,5,15,10,15,5,25,5,15
70,True,217.46799431009956,74,1.5,5,5,115,40,160,85,120,40,160,40,85
75,False,193.47439544807966,42,1.5,7,15,95,30,120,60,85,30,115,30,65
55,True,92.85846372688478,56,0.5,8,5,10,5,20,10,20,5,15,5,5
56,True,122.94190611664297,32,1.5,7,5,75,25,105,50,75,25,100,25,50
83,False,305.74224751066856,68,1.5,7,10,130,45,180,85,130,45,185,45,95
55,False,109.64011379800853,35,1,4,10,45,15,55,25,45,15,60,15,35
82,False,295.93251778093884,49,1.5,4,10,135,45,175,90,130,45,180,45,95
48,True,84.3598293029872,33,1.5,4,10,55,20,80,35,55,20,80,20,45
60,False,121.16073968705547,60,1.5,5,5,75,25,95,50,75,25,100,25,55
62,True,143.5895305832148,20,1.5,6,10,95,30,125,65,95,30,115,30,65
50,False,110.02844950213371,52,1,4,5,45,15,55,25,50,15,55,15,25
80,False,248.5348506401138,55,1.5,8,15,120,40,165,85,115,40,160,40,85
79,False,267.7504409672831,71,1.5,1,15,115,40,155,75,125,40,155,40,75
56,False,138.01968705547654,51,1,6,15,65,20,80,45,55,20,80,20,45
83,False,211.4717211948791,38,0.5,8,15,25,10,45,20,25,10,45,10,15
80,False,253.26884779516357,52,0.5,5,5,35,10,35,25,35,10,45,10,25
58,False,149.29843527738265,72,1,3,15,60,20,75,40,55,20,80,20,45
82,False,248.6827880512091,54,1.5,8,10,100,35,145,65,105,35,140,35,75
49,True,74.59152204836415,76,1.5,5,5,60,20,80,35,65,20,80,20,35
50,False,94.31009957325746,33,1,6,5,50,15,60,25,45,15,65,15,30
75,True,174.75106685633,59,0.5,6,15,35,10,35,25,25,10,35,10,20
70,True,190.28449502133714,30,1.5,2,15,110,35,140,70,105,35,135,35,75
84,False,234.86543385490754,56,0.5,7,10,25,10,40,15,30,10,35,10,20
78,True,265.515106685633,65,1,4,10,80,25,100,45,75,25,100,25,50
59,False,145.47906116642957,60,0.5,4,15,30,10,35,15,25,10,40,10,20
48,True,90.32466571834993,73,1.5,6,5,65,20,75,45,60,20,85,20,45
53,True,96.61681365576104,30,0.5,2,5,10,5,15,5,10,5,25,5,15
59,True,102.99402560455192,17,1,3,5,45,15,65,35,50,15,55,15,30
66,True,153.04864864864868,62,0.5,7,15,25,10,40,20,35,10,40,10,25
57,True,115.35567567567568,17,1,2,15,45,15,55,25,40,15,65,15,25
55,False,112.99644381223328,17,1.5,7,10,70,25,100,50,80,25,105,25,45
73,True,161.61348506401137,22,0.5,6,15,15,5,15,5,10,5,25,5,5
80,False,189.35988620199146,71,0.5,2,5,25,10,35,25,30,10,35,10,15
59,False,126.1676813655761,26,1,1,10,45,15,60,30,40,15,60,15,35
52,True,92.0052347083926,72,0.5,6,10,15,5,15,15,20,5,25,5,10
84,False,250.5231294452347,31,1,6,5,75,25,95,55,80,25,100,25,50
80,True,224.86486486486487,55,1.5,2,15,105,35,145,65,110,35,135,35,70
83,False,272.6201706970128,26,1.5,4,5,115,40,160,80,120,40,160,40,85
65,True,139.07041251778094,65,1.5,1,10,70,25,95,45,80,25,95,25,45
75,True,214.27809388335703,53,1.5,3,5,105,35,140,65,105,35,145,35,75
70,False,163.10099573257466,48,1,5,10,55,20,85,45,55,20,75,20,35
82,True,243.70913229018493,36,1.5,5,10,100,35,140,75,100,35,140,35,75
84,False,276.6192887624466,53,1.5,3,10,120,40,155,75,125,40,155,40,80
76,True,228.57513513513516,33,1.5,7,5,105,35,145,65,105,35,140,35,75
75,False,233.0014224751067,61,1,7,5,75,25,95,55,75,25,105,25,50
51,True,77.91900426742532,63,1.5,1,5,60,20,85,35,55,20,80,20,35
83,False,282.81157894736845,76,1.5,3,15,125,40,160,85,125,40,155,40,80
74,True,236.95578947368423,64,1,8,10,80,25,100,55,75,25,105,25,50
81,True,247.5074253200569,30,1.5,4,15,120,40,155,85,125,40,160,40,85
58,False,125.65951635846373,40,1.5,3,5,75,25,105,55,80,25,95,25,45
79,False,272.3668278805121,32,0.5,8,10,50,15,65,35,50,15,60,15,30
60,False,121.16073968705547,41,1,1,5,50,15,60,30,50,15,65,15,35
61,True,112.84739687055476,28,1,5,15,40,15,65,30,50,15,65,15,35
81,False,228.09507823613086,74,1.5,3,5,100,35,135,70,100,35,135,35,65
76,True,202.94054054054058,49,1,3,10,60,20,80,45,65,20,75,20,45
57,True,130.97675675675677,42,1.5,1,10,95,30,115,60,90,30,115,30,60
57,False,105.74270270270272,68,1.5,4,5,65,20,85,35,55,20,85,20,45
55,True,120.82788051209106,28,1,1,5,40,15,55,35,50,15,60,15,35
68,True,181.27658605974398,64,1,1,15,55,20,80,45,55,20,75,20,40
55,True,124.1842105263158,17,1.5,5,10,70,25,95,55,80,25,105,25,45
62,False,125.10770981507824,49,1.5,3,10,70,25,105,55,80,25,105,25,55
84,True,302.7154480796586,24,1,3,15,90,30,120,65,85,30,125,30,60
71,True,164.06554765291605,68,1.5,8,5,85,30,125,60,90,30,120,30,55
56,False,133.38036984352775,19,1.5,1,5,85,30,125,60,95,30,120,30,65
57,True,110.5491891891892,50,1.5,2,10,80,25,95,45,70,25,100,25,55
67,False,192.5864011379801,54,1.5,4,5,100,35,135,65,105,35,145,35,65
83,True,270.0723186344239,26,0.5,7,10,35,10,35,20,30,10,40,10,25
75,True,180.99217638691323,81,1.5,2,10,95,30,120,60,95,30,125,30,60
81,True,213.53581792318633,58,1.5,6,15,90,30,125,65,85,30,120,30,60
79,False,237.74392603129448,33,0.5,5,10,35,10,35,25,25,10,45,10,25
83,True,214.019573257468,20,1,2,5,55,20,80,40,60,20,80,20,45
79,True,216.97018492176386,30,0.5,4,5,25,10,40,15,25,10,40,10,15
71,True,175.2518349928876,43,1.5,7,15,95,30,115,65,85,30,120,30,60
50,True,96.1593172119488,51,0.5,5,5,10,5,25,10,10,5,15,5,10
48,True,94.58526315789473,64,1.5,2,10,75,25,95,50,75,25,95,25,55
72,True,191.72688477951635,44,1.5,1,15,95,30,125,60,90,30,125,30,60
57,False,133.38000000000002,81,1,2,15,65,20,75,45,55,20,85,20,40
52,False,97.00551920341395,46,1,4,10,50,15,55,25,45,15,60,15,25
67,False,152.74093883357043,47,0.5,8,5,20,5,25,10,20,5,20,5,10
83,False,208.9238691322902,60,1,1,10,65,20,80,35,60,20,80,20,35
78,False,234.0133143669986,22,1.5,8,5,100,35,135,75,105,35,140,35,65
76,False,215.75783783783788,30,1.5,8,15,100,35,140,70,100,35,140,35,65
79,False,276.9832147937411,43,1,5,10,90,30,125,65,85,30,120,30,55
75,True,185.1529160739687,55,1.5,1,5,85,30,115,65,95,30,125,30,65
83,False,208.9238691322902,73,1,1,15,65,20,85,45,60,20,85,20,35
71,True,152.87926031294452,16,0.5,3,15,10,5,15,15,15,5,15,5,15
73,True,175.40975817923186,73,0.5,3,10,25,10,35,25,35,10,40,10,25
78,False,200.26139402560457,34,1.5,3,5,90,30,125,55,90,30,125,30,55
52,False,109.00620199146515,55,1,6,5,40,15,55,25,40,15,65,15,30
54,False,113.23869132290184,36,1.5,2,5,75,25,105,55,75,25,100,25,45
83,False,295.55083926031296,38,1,2,10,85,30,115,60,90,30,115,30,55
55,False,95.09601706970129,20,1.5,1,10,60,20,75,40,65,20,80,20,35
56,False,126.42139402560457,21,1,1,10,45,15,60,30,50,15,55,15,30
61,False,152.75684210526316,66,1.5,8,10,95,30,120,60,85,30,115,30,60
53,False,120.5112944523471,24,1.5,6,15,70,25,100,50,70,25,95,25,45
70,True,181.22332859174963,22,1,5,15,65,20,80,40,55,20,80,20,40
77,False,201.73780938833573,47,0.5,8,5,30,10,40,20,25,10,40,10,20
58,False,105.75305832147939,63,0.5,2,15,15,5,25,5,20,5,25,5,15
59,True,146.76648648648649,55,1,1,15,65,20,75,40,55,20,80,20,40
61,False,133.490213371266,33,0.5,1,10,10,5,25,10,20,5,20,5,5
59,True,105.56887624466572,18,1,7,10,40,15,65,35,45,15,65,15,30
49,True,85.24745376955903,45,1.5,5,15,65,20,85,40,55,20,75,20,45
81,True,274.1994025604552,43,0.5,4,15,30,10,35,20,35,10,40,10,20
68,True,169.30549075391184,18,1.5,6,15,85,30,125,55,90,30,115,30,60
78,True,222.76267425320057,46,1.5,6,15,100,35,135,65,100,35,140,35,70
57,True,133.38000000000002,70,1.5,4,10,90,30,115,65,85,30,125,30,60
69,True,169.03920341394027,79,0.5,2,5,35,10,35,25,35,10,40,10,15
81,True,211.1092745376956,16,0.5,3,5,30,10,40,20,25,10,40,10,15
56,True,96.26583214793742,18,1,4,10,25,10,35,20,30,10,40,10,25
64,True,130.27960170697014,59,0.5,5,10,15,5,20,10,20,5,15,5,5
48,True,101.40221906116643,53,1.5,4,15,70,25,95,55,80,25,95,25,55
65,False,178.13513513513513,64,1.5,6,15,110,35,145,65,110,35,135,35,75
55,False,123.06543385490755,49,1.5,8,10,80,25,105,50,75,25,95,25,45
53,True,103.88904694167853,22,0.5,1,5,20,5,15,15,10,5,25,5,10
80,False,231.96586059743953,64,1.5,2,10,100,35,145,75,110,35,140,35,65
52,True,115.00654338549074,48,1.5,6,15,75,25,100,55,75,25,100,25,50
59,True,123.5928307254623,49,1.5,7,10,80,25,95,45,70,25,100,25,45
67,False,167.68298719772403,74,1,4,5,60,20,80,35,60,20,80,20,45
70,False,150.4153627311522,34,1,6,15,50,15,60,30,50,15,65,15,30
79,False,249.284893314367,71,1,8,10,80,25,105,45,75,25,95,25,55
68,True,191.5375248933144,25,1,5,15,65,20,85,45,65,20,75,20,35
64,True,145.42839260312945,64,1,6,10,45,15,60,25,45,15,65,15,35
83,True,257.33305832147937,20,1,2,15,80,25,95,55,75,25,95,25,55
68,False,141.94298719772408,73,1.5,3,15,80,25,100,50,70,25,95,25,55
78,False,195.76113798008538,57,1.5,3,15,85,30,120,55,90,30,115,30,60
57,False,96.12972972972973,42,1.5,3,5,55,20,85,40,60,20,85,20,45
78,True,209.26190611664296,51,1.5,3,10,100,35,135,70,110,35,145,35,65
66,True,190.10253200568994,81,1,1,10,80,25,100,45,75,25,105,25,45
64,False,140.88375533428166,28,1,7,5,50,15,55,35,45,15,55,15,25
85,False,293.9331436699858,77,1.5,8,15,130,45,185,85,140,45,185,45,90
71,True,186.43812233285917,18,1,5,15,55,20,80,45,60,20,75,20,45
73,True,193.14782361308676,31,1,6,10,55,20,80,45,60,20,80,20,40
79,False,251.59308677098153,49,1,2,5,80,25,105,45,80,25,105,25,45
82,False,288.4720341394026,79,1,2,15,95,30,120,65,90,30,120,30,55
62,False,137.90281650071122,62,1,1,5,40,15,55,30,40,15,55,15,30
50,False,93.3854907539118,48,1,5,10,45,15,65,25,50,15,65,15,35
74,True,226.82947368421054,78,1,7,15,70,25,100,55,75,25,100,25,55
78,True,234.0133143669986,20,0.5,2,15,25,10,45,15,35,10,45,10,15
58,False,128.14782361308679,61,0.5,6,10,20,5,15,15,20,5,25,5,15
83,False,267.524466571835,29,1.5,3,10,115,40,165,75,125,40,160,40,80
49,True,105.67132290184922,39,0.5,5,10,20,5,25,5,15,5,15,5,15
70,False,154.0398293029872,54,1.5,8,5,70,25,105,55,70,25,95,25,50
71,False,197.62440967283072,29,1,5,15,65,20,80,40,65,20,75,20,40
48,False,74.13439544807966,42,1.5,6,15,60,20,80,35,55,20,80,20,40
52,True,120.0068278805121,29,1.5,1,10,85,30,120,65,95,30,115,30,65
73,True,228.6239544807966,58,1.5,7,15,125,40,155,80,115,40,165,40,85
67,True,194.24662873399717,81,1.5,5,15,105,35,145,75,105,35,140,35,65
59,True,136.46708392603128,71,1,3,15,65,20,75,40,55,20,85,20,40
84,True,313.15391180654336,81,1.5,3,10,130,45,175,95,130,45,185,45,85
54,True,121.86640113798008,41,0.5,8,15,10,5,15,5,10,5,20,5,5
60,False,142.4637268847795,20,1,4,15,65,20,80,40,55,20,85,20,40
57,False,109.34756756756758,73,1.5,8,5,70,25,100,50,70,25,95,25,45
81,True,245.08088193456612,55,0.5,1,5,25,10,35,20,30,10,35,10,20
50,False,82.29018492176387,55,1.5,2,15,55,20,80,45,55,20,75,20,40
64,False,159.06230440967283,16,1.5,7,10,90,30,120,55,95,30,125,30,55
60,False,107.84637268847793,25,1.5,3,5,65,20,85,35,65,20,75,20,45
49,True,87.02344238975819,58,1.5,6,15,55,20,85,35,55,20,85,20,40
53,False,85.1890184921764,16,1.5,8,10,60,20,75,35,60,20,75,20,40
60,False,130.48079658605974,68,1,5,15,45,15,65,30,45,15,65,15,35
73,False,165.5552773826458,30,1.5,7,10,75,25,105,50,70,25,100,25,45
82,False,228.7881650071124,41,1,2,10,55,20,80,45,60,20,85,20,40
79,False,235.43573257467997,66,1.5,8,15,110,35,140,75,105,35,135,35,70
79,True,200.8128307254623,58,1,6,5,55,20,80,40,55,20,80,20,45
56,True,134.54019914651496,23,1.5,5,5,95,30,125,65,90,30,125,30,55
79,True,196.1964438122333,38,1.5,1,10,95,30,115,55,90,30,120,30,65
76,False,200.80432432432434,71,1.5,6,15,95,30,115,60,85,30,125,30,55
53,True,101.81126600284495,23,1,7,10,50,15,65,25,45,15,55,15,35
57,True,102.13783783783785,16,1.5,6,5,55,20,85,35,65,20,85,20,40
77,False,239.01544807965863,44,0.5,8,5,35,10,40,20,35,10,40,10,15
78,True,213.76216216216216,77,1.5,7,15,105,35,145,65,105,35,145,35,75
56,True,102.0649786628734,64,0.5,4,10,10,5,20,10,15,5,15,5,15
84,True,300.1058321479374,50,1.5,8,15,135,45,175,85,140,45,180,45,95
85,True,264.5398293029872,33,1.5,3,5,120,40,160,75,125,40,155,40,80
62,True,152.11960170697014,51,1,8,15,55,20,75,35,60,20,85,20,45
77,True,184.19539118065433,48,1.5,1,15,85,30,125,55,95,30,115,30,65
71,False,175.2518349928876,68,0.5,8,10,35,10,45,20,25,10,35,10,25
55,False,107.40256045519203,29,1,2,15,45,15,60,30,45,15,65,15,25
64,True,134.82423897581793,22,1,5,15,40,15,55,35,40,15,55,15,35
55,True,97.33357041251779,23,0.5,7,10,20,5,15,5,10,5,15,5,10
84,True,234.86543385490754,74,1.5,7,15,105,35,135,65,105,35,140,35,75
50,False,87.83783783783784,65,1.5,7,15,55,20,75,45,65,20,85,20,35
75,True,183.07254623044096,27,1.5,1,15,90,30,115,55,90,30,115,30,55
50,False,74.89331436699858,41,1,4,10,35,10,35,20,25,10,40,10,15
51,True,96.19630156472262,29,1.5,3,10,55,20,75,40,65,20,80,20,40
67,False,136.1386628733997,43,1.5,8,5,75,25,95,55,75,25,95,25,45
80,False,276.9388335704125,71,1.5,3,5,130,45,185,85,140,45,175,45,90
85,True,317.9822190611664,69,1,2,10,90,30,120,65,95,30,120,30,55
59,True,132.6048079658606,60,1.5,8,15,75,25,100,45,75,25,95,25,55
71,False,216.26822190611662,17,1.5,6,10,125,40,165,80,120,40,165,40,85
65,True,143.75817923186344,37,0.5,1,10,10,5,20,5,10,5,15,5,15
68,False,172.7258036984353,36,1.5,4,5,85,30,120,55,85,30,125,30,55
85,False,285.91678520625885,54,1.5,7,5,125,40,160,80,125,40,160,40,80
59,True,144.1916358463727,75,1.5,2,10,85,30,115,65,90,30,120,30,60
77,True,223.66583214793744,37,1.5,5,5,100,35,140,70,110,35,135,35,65
64,False,181.7854907539118,17,1,7,5,55,20,75,45,65,20,75,20,45
60,False,107.84637268847793,59,1.5,5,10,55,20,85,35,55,20,85,20,40
73,False,197.0896159317212,29,1.5,6,5,100,35,145,70,100,35,140,35,65
82,False,276.03789473684213,59,1,3,15,75,25,105,45,75,25,100,25,50
61,False,118.3521479374111,60,1.5,6,5,70,25,95,55,80,25,95,25,55
55,True,90.62091038406828,23,1.5,1,15,55,20,75,40,65,20,75,20,35
69,True,186.64745376955906,31,1.5,6,15,105,35,140,70,105,35,145,35,70
56,True,106.70429587482221,61,1,4,5,40,15,65,25,45,15,60,15,35
49,False,80.80748221906117,29,0.5,6,15,15,5,15,5,20,5,15,5,15
50,False,83.21479374110953,78,1.5,7,15,65,20,80,40,60,20,80,20,40
79,True,207.73741109530584,28,0.5,7,15,30,10,35,15,35,10,40,10,15
56,True,132.22054054054055,22,1.5,2,5,85,30,120,60,85,30,120,30,65
75,True,174.75106685633,74,1.5,1,10,95,30,125,55,90,30,120,30,60
49,True,78.14349928876246,31,1.5,1,15,65,20,85,35,55,20,75,20,35
54,True,97.06173541963017,42,0.5,6,15,20,5,25,10,10,5,20,5,5
80,False,243.800853485064,52,1,7,5,75,25,105,55,80,25,95,25,55
80,True,229.59886201991463,37,1,3,10,75,25,95,45,70,25,105,25,50
50,True,84.1394025604552,28,1,2,5,25,10,40,20,25,10,35,10,25
75,False,189.3136557610242,29,1,6,5,55,20,85,40,60,20,75,20,40
58,False,125.65951635846373,67,1.5,3,5,75,25,95,45,80,25,95,25,50
65,False,162.50924608819346,67,0.5,2,15,35,10,45,25,30,10,35,10,25
